,time delay,stg_pos,V_in,V_out,ratio,DVD,poly fit,poly res,Residual FFT,Associated F,Sine Res Fit
0,101.0,69.0005,17.74126,8.642765,-2.053185,4.14474e-05,18.806366442404567,-1.0651064424045664,1.8492403626069746e-20,0.0,-2.0701145058179877
1,102.0,69.173925,17.699965,8.654340000000001,-2.04578,4.171880000000001e-05,18.774000977387175,-1.074035977387176,4.167303630993488,0.004975124378109453,-2.1159169026392113
2,103.0,69.3237,17.629974999999998,8.655339999999999,-2.037465,4.1481585e-05,18.731673115298037,-1.1016981152980385,1611.0467762776223,0.009950248756218905,-2.104521627967807
3,104.0,69.47375,17.558975,8.654865,-2.02935,4.148817e-05,18.679747641933517,-1.1207726419335167,39.42661819852166,0.014925373134328358,-2.0362269023627286
4,105.0,69.624675,17.51466,8.646795000000001,-2.0262,4.139658e-05,18.61858250799105,-1.1039225079910508,926.7373340602619,0.01990049751243781,-1.9128200360758985
5,106.0,69.7751,17.500055,8.64779,-2.0241,4.1641865e-05,18.548528884622044,-1.0484738846220445,45444.203586542884,0.02487562189054726,-1.7375306541671958
6,107.0,69.9259,17.509135,8.644275,-2.025845,4.153257e-05,18.469931218984556,-0.9607962189845551,4146.8290392841,0.029850746268656716,-1.5149461754535554
7,108.0,70.076375,17.52372,8.657354999999999,-2.02433,4.170799e-05,18.383127289795908,-0.8594072897959073,797.5460642923566,0.03482587064676617,-1.2508917572541998
8,109.0,70.22447500000001,17.61789,8.65938,-2.034795,4.1435615e-05,18.288448262885538,-0.6705582628855389,294.30799016506523,0.03980099502487562,-0.9522778478436033
9,110.0,70.37525,17.750315,8.667945,-2.0480150000000004,4.153439e-05,18.186218746747784,-0.4359037467477833,91.0592739930027,0.04477611940298507,-0.6269193362476229
10,111.0,70.525225,17.956780000000002,8.690605,-2.066455,4.140815e-05,18.076756848094476,-0.11997684809447406,84.70219056527463,0.04975124378109452,-0.28333103233148355
11,112.0,70.674825,18.19645,8.677005,-2.097205,4.1456535e-05,17.960374227407698,0.23607577259230084,73.35167086355808,0.05472636815920398,0.06949517042272947
12,113.0,70.826175,18.43766,8.683045,-2.1236550000000003,4.139849e-05,17.837376154492546,0.6002838455074553,53.92662938823545,0.05970149253731343,0.4223256176772763
13,114.0,70.975725,18.591735,8.684560000000001,-2.14103,4.1408735e-05,17.708061564030004,0.883673435969996,27.76219013098249,0.06467661691542288,0.7659265440135032
14,115.0,71.1269,18.831415,8.663915,-2.17373,4.15725e-05,17.572723111129477,1.2586918888705227,12.994086546386937,0.06965174129353234,1.0913057256137082
15,116.0,71.278075,18.98751,8.669450000000001,-2.19039,4.1490335e-05,17.43164722688138,1.5558627731186192,10.106531265911952,0.07462686567164178,1.3899478116673722
16,117.0,71.427125,19.11744,8.678525,-2.203185,4.1583675e-05,17.285114173910443,1.832325826089555,4.94758167653027,0.07960199004975124,1.6540371757505012
17,118.0,71.57595,19.2111,8.672985,-2.215555,4.1547825e-05,17.13339810192784,2.07770189807216,7.3840919883998914,0.0845771144278607,1.8766624550357769
18,119.0,71.7256,19.192975,8.684045000000001,-2.21006,4.165871e-05,16.976767103284118,2.2162078967158827,9.53329692164707,0.08955223880597014,2.0519974244307444
19,120.0,71.87519999999999,19.1255,8.665420000000001,-2.20725,4.1578855e-05,16.815483268522257,2.3100167314777416,5.202759822828238,0.0945273631840796,2.1754534720690506
20,121.0,72.025175,19.005645,8.67198,-2.191885,4.1453345e-05,16.64980274192976,2.35584225807024,3.4311947870568877,0.09950248756218905,2.243799685788008
21,122.0,72.17595,18.837465,8.66995,-2.173,4.1723085e-05,16.479975777092108,2.357489222907894,2.2898264245453044,0.1044776119402985,2.255247407863649
22,123.0,72.32554999999999,18.66123,8.668429999999999,-2.15312,4.1335035e-05,16.306246792444767,2.3549832075552324,13.467776005783081,0.10945273631840796,2.209497045159817
23,124.0,72.47742500000001,18.367655,8.66191,-2.12063,4.143407e-05,16.128854426826535,2.2388005731734637,6.181997853473891,0.1144278606965174,2.1077459096440934
24,125.0,72.62604999999999,18.011655,8.6614,-2.07955,4.1373435e-05,15.948031595032035,2.0636234049679665,4.95419646595655,0.11940298507462686,1.9526568840799792
25,126.0,72.77574999999999,17.5212,8.680015000000001,-2.01853,4.1570335e-05,15.764005543364249,1.7571944566357516,7.558195013124815,0.12437810945273632,1.7482887329312753
26,127.0,72.92597500000001,17.043345,8.675495,-1.964475,4.160466e-05,15.576997905187454,1.4663470948125443,3.042146506514165,0.12935323383084577,1.4999898822803337
27,128.0,73.074725,16.569025,8.65737,-1.91385,4.1511405e-05,15.387224756480265,1.181800243519735,3.1867440365106763,0.13432835820895522,1.2142584485977599
28,129.0,73.225075,16.080075,8.62766,-1.86387,4.156279e-05,15.194896671387653,0.8851783286123478,3.962225846312668,0.13930348258706468,0.8985721794869207
29,130.0,73.376,15.560910000000002,8.620614999999999,-1.80546,4.1335945e-05,15.000218777774222,0.5606912222257794,2.689881149919087,0.14427860696517414,0.5611927569470222
30,131.0,73.526625,14.89776,8.63018,-1.72679,4.1479905e-05,14.80339081277674,0.09436918722325949,0.7640663747880112,0.14925373134328357,0.21094958464503744
31,132.0,73.6772,14.40228,8.622125,-1.670795,4.1459555e-05,14.604607178356986,-0.20232717835698644,4.444707577727656,0.15422885572139303,-0.14299128239832548
32,133.0,73.82792500000001,13.770325,8.61407,-1.59899,4.163519e-05,14.404056996854536,-0.6337319968545359,2.4836661360577295,0.15920398009950248,-0.49136701847236475
33,134.0,73.975975,13.18976,8.611545,-1.531925,4.159144e-05,14.201924166539072,-1.0121641665390726,2.195871787622936,0.16417910447761194,-0.825060440381911
34,135.0,74.1263,12.619235,8.616065,-1.465,4.153617e-05,13.998387417163627,-1.3791524171636276,3.071353464836546,0.1691542288557214,-1.1353386091087283
35,136.0,74.275875,11.95859,8.597449999999998,-1.39124,4.16016e-05,13.793620365517029,-1.8350303655170297,4.155404624216134,0.17412935323383083,-1.414081375592975
36,137.0,74.425,11.337715,8.627655,-1.314365,4.154764e-05,13.587791570976663,-2.2500765709766632,0.5419533157500247,0.1791044776119403,-1.653993889467058
37,138.0,74.574675,10.94042,8.63269,-1.267715,4.1402415e-05,13.381064591061516,-2.440644591061517,0.6838419033146463,0.18407960199004975,-1.8487975092720363
38,139.0,74.72555,10.46558,8.63621,-1.212265,4.1658825e-05,13.173598036984345,-2.7080180369843454,0.896068931972297,0.1890547263681592,-1.993394117932194
39,140.0,74.8762,10.15692,8.630675,-1.17731,4.141031e-05,12.96554562920474,-2.808625629204741,2.5089143823015485,0.19402985074626866,-2.0839995432620304
40,141.0,75.026375,9.87895,8.637735,-1.14406,4.142407e-05,12.757056252982181,-2.8781062529821817,0.762384952352003,0.1990049751243781,-2.1182425918181744
41,142.0,75.1757,9.67451,8.64378,-1.11953,4.1337e-05,12.548274013928022,-2.8737640139280227,1.7647214768206108,0.20398009950248755,-2.0952271043262582
